"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH NAME,,"OC
BOYS","OC
GIRLS","BC_A
BOYS","BC_A
GIRLS","BC_B
BOYS","BC_B
GIRLS","BC_C
BOYS","BC_C
GIRLS","BC_D
BOYS","BC_D
GIRLS","BC_E
BOYS","BC_E
GIRLS","SC
BOYS","SC
GIRLS","ST
BOYS","ST
GIRLS","EWS
GEN OU","EWS
GIRLS OU","TUITION
FEE",AFFILIATED
BRIL,"BRILLIANT INSTT OF ENGG AND
TECHNOLOGY",HAYATHNAGAR,RR,COED,PVT,2008,ECE,,108146,108146,108146,108146,108146,108146,108146,108146,109738,109738,108146,108146,115442,115442,108146,108146,108146,113514,65000,JNTUH
BRIL,"BRILLIANT INSTT OF ENGG AND
TECHNOLOGY",HAYATHNAGAR,RR,COED,PVT,2008,EEE,,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,65000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,AID,,108629,108629,108629,108629,108629,108629,108629,108629,108629,108629,108629,108629,108629,108629,108629,108629,108629,108629,44000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,CSE,,104149,104149,104149,104149,114623,114623,104149,104149,104149,113589,104149,111274,119782,119782,117397,117397,104149,104149,44000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,CSM,,104273,104273,104273,104273,104273,104273,104273,104273,104273,104273,104273,104273,104273,104273,104273,104273,104273,104273,44000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,ECE,,51991,51991,63424,63424,116824,116824,51991,51991,83096,83096,51991,51991,51991,51991,51991,71939,51991,51991,44000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,AID,,10681,10681,24868,26262,17920,19974,10681,10681,16752,19711,24007,88222,43699,48487,47179,47179,11755,11755,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,BME,,43841,43841,113599,113599,43841,63712,111532,111532,72854,89058,43841,43841,102836,118207,118590,118590,43841,43841,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,CHE,,29018,29018,82898,82898,108663,108663,29018,29018,43558,43558,103254,113434,121105,121105,58882,111248,93365,94432,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,CIV,,120015,120015,120015,120015,120015,120015,120015,120015,120015,120015,120015,120015,120015,120015,120015,120015,120015,120015,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,CSB,,13122,13279,35415,43474,19872,21940,49410,49410,17126,22176,13122,13279,52772,68813,36583,71800,13265,13279,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,CSD,,9469,9469,23452,23452,17082,17082,9469,9469,14062,15180,25310,25310,37822,42603,9469,49496,9889,10559,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,CSE,,7857,8514,20499,24188,14515,14894,25204,63326,13639,13639,21021,28344,31865,32775,24366,39584,9151,9151,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,CSM,,5769,9333,14312,35876,12631,15253,26041,26041,13964,15549,23209,33799,30212,38296,32019,51566,7398,9333,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,ECE,,17181,17273,48660,48660,34909,34909,72248,72248,29500,38721,47430,88030,58650,63218,46856,53917,21045,21483,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,EEE,,37393,37393,106675,113923,110730,112986,37393,37393,85407,85407,63693,96251,77491,100532,72426,85146,66911,82537,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,INF,,11563,12110,25087,32971,20585,21210,11563,12110,17262,20788,30538,41769,46836,53055,37339,42357,12919,12919,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,MEC,,105456,105456,105456,105456,105456,105456,105456,105456,105456,105456,105456,105456,120005,121396,118267,118267,105456,105456,120000,JNTUH
BVRI,"B V RAJU INSTITUTE OF
TECHNOLOGY",NARSAPUR,MED,COED,PVT,1997,PHE,,83667,95218,83667,95218,83667,100688,83667,95218,83667,95218,83667,95218,86554,121117,120682,120682,84466,95218,120000,JNTUH
BVRW,"BVRIT COLLEGE OF ENGINEERING
FOR WOMEN",BACHUPALLY,MDL,GIRLS,PVT,2012,CSE,,NA,8640,NA,21730,NA,13424,NA,25991,NA,13906,NA,33449,NA,31802,NA,42698,NA,10208,90000,JNTUH
BVRW,"BVRIT COLLEGE OF ENGINEERING
FOR WOMEN",BACHUPALLY,MDL,GIRLS,PVT,2012,CSM,,NA,9670,NA,19710,NA,14061,NA,28163,NA,14903,NA,20763,NA,45769,NA,52780,NA,10782,90000,JNTUH
BVRW,"BVRIT COLLEGE OF ENGINEERING
FOR WOMEN",BACHUPALLY,MDL,GIRLS,PVT,2012,ECE,,NA,19064,NA,58532,NA,38013,NA,23085,NA,40567,NA,68127,NA,81682,NA,78164,NA,23388,90000,JNTUH
BVRW,"BVRIT COLLEGE OF ENGINEERING
FOR WOMEN",BACHUPALLY,MDL,GIRLS,PVT,2012,EEE,,NA,27364,NA,95893,NA,114157,NA,27364,NA,76098,NA,78182,NA,120774,NA,101573,NA,90624,90000,JNTUH
BVRW,"BVRIT COLLEGE OF ENGINEERING
FOR WOMEN",BACHUPALLY,MDL,GIRLS,PVT,2012,INF,,NA,13510,NA,27810,NA,21655,NA,46521,NA,23279,NA,40043,NA,59952,NA,67090,NA,14293,90000,JNTUH
CASR,"COLLEGE OF AGRICULTURAL
ENGG",SANGAREDDY,SRD,COED,UNIV,2011,AGR,,31999,31999,79809,79809,108299,108299,31999,31999,47521,47521,97084,97084,39087,46978,42156,115327,46292,105443,10000,PJTSAU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,AID,,2142,2921,5332,5738,3930,4333,2142,18124,3834,4447,6819,8202,16601,16618,12604,32821,3458,3547,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,AIM,,2376,2872,4425,6372,3436,4550,2376,2872,3306,3306,4200,8505,12062,16313,12762,24737,3518,4360,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,BIO,,21491,34555,21491,54121,91464,91464,52298,52298,55787,55787,21491,34555,100235,100235,95472,95472,52099,52099,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,CHE,,30900,35706,61747,67970,49280,59777,30900,35706,71941,71941,30900,42576,115692,116854,31432,71520,75023,75023,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,CIC,,2167,2769,4310,5950,2593,4797,2167,2769,3601,4721,2287,4979,10920,14552,10825,22266,3330,3596,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,CIV,,12117,25870,48832,89008,45143,71422,42038,42038,31673,56594,25881,60239,39868,88298,24076,68280,45533,45533,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,CSE,,1405,1486,2334,3301,1778,2596,3530,7751,1611,2768,2457,2655,8418,11066,8641,9145,1419,1486,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,CSM,,1442,1490,2830,5271,1759,1932,1442,1490,1695,2848,1957,1961,5505,11681,9869,19224,1732,1732,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,ECE,,4645,4645,8614,11479,5952,11728,6348,6348,7605,7605,10263,13322,22808,22808,12975,16516,5589,6767,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,EEE,,10424,13003,26777,32363,22232,48912,10424,13003,26387,26387,37241,37241,36060,38681,23014,27071,14235,23976,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,INF,,3121,3420,8216,10710,4454,6657,13170,13170,3793,5315,5641,12927,17157,22548,15429,34620,3991,4002,134000,OU
CBIT,"CHAITANYA BHARATHI
INSTITUTE OF TECHNOLOGY",GANDIPET,RR,COED,PVT,1979,MEC,,15296,23701,45174,52880,50985,86503,15296,85317,33644,81637,54747,54747,34462,113028,34665,86938,26834,68000,134000,OU
CDTK,COLLEGE OF DAIRY TECHNOLOGY,KAMAREDDY,KMR,COED,UNIV,2007,DRG,,53118,59673,74269,74269,82365,94477,53118,59673,60228,60228,82388,82388,116598,116598,93352,93352,57072,73312,10000,PVNRTVU
CFSR,"COLLEGE OF FOOD SCIENCE AND
TECHNOLOGY",RUDRUR,NZB,COED,UNIV,2015,FDT,,49861,49861,66267,82023,120004,120004,49861,49861,69874,69874,49861,98807,111086,111086,59749,78699,56661,56661,10000,PJTSAU
CHET,"SRI CHAITANYA TECHNICAL
CAMPUS",IBRAHIMPATAN,RR,COED,PVT,2009,CIV,,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,55000,JNTUH
CHET,"SRI CHAITANYA TECHNICAL
CAMPUS",IBRAHIMPATAN,RR,COED,PVT,2009,CSE,,52072,52072,110333,110333,110417,110417,52072,52072,94394,100504,107483,107483,119657,119657,119509,119509,67010,67010,55000,JNTUH
CHET,"SRI CHAITANYA TECHNICAL
CAMPUS",IBRAHIMPATAN,RR,COED,PVT,2009,CSW,,49757,49757,49757,49757,49757,49757,49757,49757,49757,49757,49757,49757,92272,92272,49757,49757,49757,49757,55000,JNTUH
CHET,"SRI CHAITANYA TECHNICAL
CAMPUS",IBRAHIMPATAN,RR,COED,PVT,2009,ECE,,18547,18547,84810,84810,18547,94827,18547,18547,104971,104971,18547,18547,18547,94668,18547,18547,30361,30361,55000,JNTUH
CHET,"SRI CHAITANYA TECHNICAL
CAMPUS",IBRAHIMPATAN,RR,COED,PVT,2009,EEE,,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,55000,JNTUH
CHET,"SRI CHAITANYA TECHNICAL
CAMPUS",IBRAHIMPATAN,RR,COED,PVT,2009,MEC,,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,55000,JNTUH
CHTN,"SREE CHAITANYA COLLEGE OF
ENGINEERING",KARIMNAGAR,KRM,COED,PVT,2004,CIV,,83623,83623,83623,115031,83623,116834,83623,83623,83623,112714,113949,113949,120358,121238,83623,83623,83623,83623,55000,JNTUH
CHTN,"SREE CHAITANYA COLLEGE OF
ENGINEERING",KARIMNAGAR,KRM,COED,PVT,2004,CSE,,47813,47813,80755,113120,51093,58166,47813,67130,64930,64930,56960,89416,114994,114994,118203,118203,84026,84192,55000,JNTUH
CHTN,"SREE CHAITANYA COLLEGE OF
ENGINEERING",KARIMNAGAR,KRM,COED,PVT,2004,CSG,,72998,72998,98369,101500,95003,101551,78822,78822,107553,107553,79669,79669,108367,108367,93454,109035,72998,114587,55000,JNTUH
CHTN,"SREE CHAITANYA COLLEGE OF
ENGINEERING",KARIMNAGAR,KRM,COED,PVT,2004,ECE,,61693,63033,95899,95899,93236,93236,79035,79035,88789,95443,113418,113418,121058,121058,117877,118150,104126,104126,55000,JNTUH
CHTN,"SREE CHAITANYA COLLEGE OF
ENGINEERING",KARIMNAGAR,KRM,COED,PVT,2004,EEE,,93555,93555,111269,114856,110491,115234,93555,93555,105130,111850,94978,94978,118875,118875,111340,115086,101835,101835,55000,JNTUH
CHTN,"SREE CHAITANYA COLLEGE OF
ENGINEERING",KARIMNAGAR,KRM,COED,PVT,2004,MEC,,112819,112819,112819,112819,112819,112819,112819,112819,113432,113432,114672,114672,112819,112819,112819,112819,112819,112819,55000,JNTUH
CHTS,"SREE CHAITANYA INST OF
TECHNOLOGY SCIENCES",KARIMNAGAR,KRM,COED,PVT,2008,AIM,,59723,88888,102128,102128,101579,101579,59723,88888,82292,90524,91735,91735,120772,120772,99232,102779,110509,110509,55000,JNTUH
CHTS,"SREE CHAITANYA INST OF
TECHNOLOGY SCIENCES",KARIMNAGAR,KRM,COED,PVT,2008,CSE,,72149,72149,107458,107458,85965,85965,72149,104358,81960,96657,87370,92843,121091,121091,93603,117237,105415,107843,55000,JNTUH
CHTS,"SREE CHAITANYA INST OF
TECHNOLOGY SCIENCES",KARIMNAGAR,KRM,COED,PVT,2008,ECE,,94243,94243,94243,109573,100438,100438,94243,94243,104693,104693,97079,97079,105081,107341,119505,119505,94243,98532,55000,JNTUH
CHTS,"SREE CHAITANYA INST OF
TECHNOLOGY SCIENCES",KARIMNAGAR,KRM,COED,PVT,2008,EEE,,113027,113027,113027,113027,114512,114543,113027,113027,113027,113063,113027,113027,121074,121074,113909,113909,113027,113027,55000,JNTUH
CMRG,"CMR TECHNICAL CAMPUS
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2009,AIM,,38553,41592,87412,87412,68259,73455,47256,47256,49822,63909,90238,90238,115907,120187,94177,106048,50107,50107,80000,JNTUH
CMRG,"CMR TECHNICAL CAMPUS
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2009,CSD,,32745,37274,64031,111031,50597,52516,88486,88486,47634,47634,58991,59410,101925,120794,69616,105655,40211,40211,80000,JNTUH
CMRG,"CMR TECHNICAL CAMPUS
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2009,CSE,,22019,22019,49604,54526,29424,36036,84396,87340,30928,37321,47750,68866,59018,64567,43339,77332,28185,29453,80000,JNTUH
CMRG,"CMR TECHNICAL CAMPUS
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2009,CSG,,50271,87359,105557,114705,107828,112562,50271,87359,85657,88493,70625,87359,117599,117599,120378,120378,73239,87359,80000,JNTUH
CMRG,"CMR TECHNICAL CAMPUS
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2009,CSM,,24524,29509,56348,94876,50291,54711,58868,58868,44666,52117,58353,79832,92939,115480,64185,95738,33272,43065,80000,JNTUH
CMRG,"CMR TECHNICAL CAMPUS
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2009,ECE,,34916,44894,89995,113938,81980,81980,34916,95387,62674,96133,86247,86247,116479,119117,90075,97857,52420,63180,80000,JNTUH
CMRG,"CMR TECHNICAL CAMPUS
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2009,INF,,30227,35866,66924,73496,55943,55943,60494,60494,48893,65461,55350,92254,95580,115423,63528,105993,43035,43035,80000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,AID,,16813,16813,44931,58909,33692,36499,16813,16813,28882,36911,42913,42913,73268,119494,32575,64500,20310,21713,100000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,AIM,,18108,19259,43275,72683,32365,37790,70864,70864,31971,38720,18108,19259,55044,116820,65780,120818,20611,20611,100000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,CIV,,120718,120718,120718,120718,120718,120718,120718,120718,120718,120718,120718,120718,120718,120718,120718,120718,120718,120718,100000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,CSC,,17550,18351,32664,52923,30312,33393,85233,85233,28594,33359,46059,50270,52988,99594,51985,120793,18727,19733,100000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,CSD,,15755,15755,33190,50140,23876,26977,15755,15755,21978,25313,37051,77920,50313,83093,33121,78508,18136,18136,100000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,CSE,,12120,12367,25717,39592,19419,19419,57356,57356,16770,19758,27845,35930,33982,51346,30621,46537,13673,13673,100000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,CSM,,14821,15599,28384,42856,24947,28449,14821,15599,20443,25007,38501,51949,45881,78582,42990,48879,17081,17081,100000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,ECE,,25271,25657,57077,113297,54473,59635,25271,33980,53198,53701,54128,61192,81427,106853,59615,98216,30953,32290,100000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,EEE,,31080,48018,94221,102311,69456,71956,102024,102024,86074,115577,88228,116754,76169,120365,88553,92958,71111,102240,100000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,INF,,16405,18217,32877,44304,26669,26669,16405,18217,22466,28846,31662,31662,53209,72837,47405,47405,18110,19883,100000,JNTUH
CMRK,"C M R COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2002,MEC,,52066,52066,106520,108261,75198,75198,52066,52066,97569,97569,81139,81139,119137,119137,115396,115396,52066,54561,100000,JNTUH
CMRM,"CMR INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2005,AID,,34424,38660,49430,66079,62682,67430,34424,60447,52127,52127,55189,55189,118074,118897,55705,56412,41621,44281,90000,JNTUH
CMRM,"CMR INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2005,AIM,,34550,35565,57600,74381,64103,72466,34550,35565,48509,49823,59335,74950,120920,120920,76174,76174,38518,38518,90000,JNTUH
CMRM,"CMR INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2005,CSD,,27311,27311,59305,59305,40256,44972,59567,83496,38824,43010,46003,101352,94676,115833,80574,116096,30453,30453,90000,JNTUH
CMRM,"CMR INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2005,CSE,,21740,21740,38875,48469,29369,30387,50263,50263,28204,29750,40747,49838,59623,72958,47128,83767,22317,22317,90000,JNTUH
CMRM,"CMR INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2005,CSM,,25688,25688,59536,59554,37137,39851,74996,74996,34030,35341,49267,49267,84782,118400,51570,105621,25688,25688,90000,JNTUH
CMRM,"CMR INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2005,ECE,,33513,36851,114227,114227,78814,100660,71321,71321,69808,76015,102535,108369,118206,121362,91052,118365,52133,58510,90000,JNTUH
CMRN,"CMR ENGG COLLEGE
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2010,AID,,44413,44413,75210,87678,71991,86739,61354,61354,66834,72239,91200,111359,116402,119326,101658,101658,51589,57805,75000,JNTUH
CMRN,"CMR ENGG COLLEGE
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2010,CSC,,30246,43395,69271,89106,59287,79371,30246,43395,52354,54714,67146,111016,92183,118795,99814,99814,47171,47171,75000,JNTUH
CMRN,"CMR ENGG COLLEGE
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2010,CSD,,34294,39870,96616,96946,62102,65261,34294,52012,52584,52584,70329,70329,116349,118355,71911,91490,46678,47415,75000,JNTUH
CMRN,"CMR ENGG COLLEGE
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2010,CSE,,26959,31069,51875,66131,40785,45838,80874,80874,39320,42580,41065,100195,67843,83376,52679,90636,36073,37888,75000,JNTUH
CMRN,"CMR ENGG COLLEGE
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2010,CSM,,35260,35260,75645,105991,65022,65861,44700,112500,54327,54327,74155,74155,115539,120416,94189,121394,43284,43284,75000,JNTUH
CMRN,"CMR ENGG COLLEGE
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2010,ECE,,47835,66921,111651,111651,109500,112625,85615,85615,87634,112195,112593,113448,121253,121253,117816,118111,63870,70236,75000,JNTUH
CMRN,"CMR ENGG COLLEGE
(AUTONOMOUS)",KANDLAKOYA,MDL,COED,PVT,2010,INF,,36548,36612,100376,100376,70599,73916,48764,48764,59276,80389,57979,105812,116331,118410,97411,97411,50716,50716,75000,JNTUH
CMRP,C M R COLL OF PHARMACY,KANDLAKOYA,MDL,COED,PVT,2005,PHM,,115146,115146,115146,115146,115146,115146,115146,115146,115146,115146,115146,115146,115146,115146,115146,115146,115146,115146,90000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CIV,,53916,53916,92879,101008,101939,101939,53916,53916,53916,84074,78447,78447,73844,121196,53916,102600,102318,102318,115000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSC,,6268,7110,13080,20048,9534,9534,6268,14719,8456,8456,12292,20092,32899,32899,13705,37925,6592,8611,115000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSD,,5257,6098,16329,17750,8565,9514,18734,18734,8666,10872,11774,41835,30749,32230,22727,36153,6219,6399,115000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,,3999,5117,9727,15323,5587,6623,10287,10287,6248,7229,14740,14740,19128,23395,10547,17622,4862,5678,115000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSI,,6309,8659,18409,28709,10956,10956,21411,21411,10581,17112,17375,36836,37450,42533,25679,38266,7346,8962,115000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSM,,4393,5685,11544,14131,6469,8513,21010,21010,7109,7109,15869,19615,25911,29974,17881,18543,5858,5912,115000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,,8317,8317,29367,29367,20381,20381,8317,8317,16219,20464,27237,58473,42649,54120,25197,43439,11408,12076,115000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,EEE,,16336,18310,64824,67651,37260,51008,16336,85396,49729,49729,89905,89905,55580,80113,39306,61857,31708,31708,115000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,EIE,,39902,47328,98771,98771,117416,117416,39902,47328,75878,75878,39902,47328,119078,119078,40303,109778,65953,88100,115000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,INF,,7130,8190,18382,26551,11887,13273,34684,34684,10512,13529,17034,23468,42189,47073,27646,27990,7452,8190,115000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,MEC,,40258,40258,88059,88059,48396,91411,40258,40258,107225,107225,76488,110753,115671,116153,55864,111241,40258,64515,115000,JNTUH
CVSR,"ANURAG UNIVERSITY (FORMERLY
ANURAG GRP OF INSTNS- CVSR
COLL OF ENGG)",GHATKESAR,MDL,COED,PVT,2002,AI,,9812,11234,35465,35465,18599,20336,9812,33108,15053,23504,36864,36864,39049,63771,37762,37762,14374,14374,125000,"ANURAG
UNIVERSITY"
CVSR,"ANURAG UNIVERSITY (FORMERLY
ANURAG GRP OF INSTNS- CVSR
COLL OF ENGG)",GHATKESAR,MDL,COED,PVT,2002,CHE,,59646,59646,85913,105462,121409,121409,59646,59646,61247,61247,59646,59646,118266,118266,106681,106681,89990,100807,125000,"ANURAG
UNIVERSITY"
CVSR,"ANURAG UNIVERSITY (FORMERLY
ANURAG GRP OF INSTNS- CVSR
COLL OF ENGG)",GHATKESAR,MDL,COED,PVT,2002,CIV,,57054,57054,111064,111064,95013,95013,57054,57054,94698,94698,93680,93680,121343,121343,120572,120572,57054,57054,125000,"ANURAG
UNIVERSITY"
CVSR,"ANURAG UNIVERSITY (FORMERLY
ANURAG GRP OF INSTNS- CVSR
COLL OF ENGG)",GHATKESAR,MDL,COED,PVT,2002,CSE,,10005,10394,23940,28556,16910,17056,25226,58817,13829,16935,23623,40771,33258,33258,26633,31965,11663,11663,125000,"ANURAG
UNIVERSITY"
CVSR,"ANURAG UNIVERSITY (FORMERLY
ANURAG GRP OF INSTNS- CVSR
COLL OF ENGG)",GHATKESAR,MDL,COED,PVT,2002,ECE,,19254,19449,49031,56852,44409,44409,23739,23739,45667,47575,56551,63789,70533,78821,49240,76698,27304,27304,125000,"ANURAG
UNIVERSITY"
CVSR,"ANURAG UNIVERSITY (FORMERLY
ANURAG GRP OF INSTNS- CVSR
COLL OF ENGG)",GHATKESAR,MDL,COED,PVT,2002,EEE,,44245,44245,111266,111266,105666,110557,44245,110942,102186,113341,102293,113807,108878,112478,75378,96634,111864,113179,125000,"ANURAG
UNIVERSITY"
CVSR,"ANURAG UNIVERSITY (FORMERLY
ANURAG GRP OF INSTNS- CVSR
COLL OF ENGG)",GHATKESAR,MDL,COED,PVT,2002,INF,,14033,14434,40136,40136,23704,25634,39497,39497,21041,27520,40675,59139,51339,70990,42138,72420,15780,16095,125000,"ANURAG
UNIVERSITY"
CVSR,"ANURAG UNIVERSITY (FORMERLY
ANURAG GRP OF INSTNS- CVSR
COLL OF ENGG)",GHATKESAR,MDL,COED,PVT,2002,MEC,,97783,97783,97783,97783,118898,118898,97783,97783,99572,99572,97783,97783,121172,121172,98873,108559,97783,97783,125000,"ANURAG
UNIVERSITY"
CVSR,"ANURAG UNIVERSITY (FORMERLY
ANURAG GRP OF INSTNS- CVSR
COLL OF ENGG)",GHATKESAR,MDL,COED,PVT,2002,PHD,,30794,30794,30794,30794,30794,30794,30794,30794,30794,30794,30794,30794,30794,30794,30794,30794,30794,30794,68000,"ANURAG
UNIVERSITY"
